Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Job_Openings_2024,Projected_Openings_2030,Remote_Work_Ratio_,Automation_Risk_,Location,Gender_Diversity_
Aid worker,Healthcare,Increasing,Low,84899.89,High School,19,3023,7599,72.29,61.11,UK,55.33
Oceanographer,Manufacturing,Decreasing,Moderate,77170.93,Bachelors Degree,11,4046,1708,61.81,65.14,Australia,33.01
Interior and spatial designer,IT,Decreasing,High,95216,Masters Degree,12,7885,4787,100,58.46,USA,68.68
Clinical biochemist,Entertainment,Decreasing,High,43483.24,High School,9,9336,8675,54.44,92.45,Australia,69.08
"Engineer, manufacturing systems",Transportation,Increasing,Moderate,79601.94,PhD,8,331,9524,33.83,45.06,China,37.94
Charity officer,Education,Increasing,High,28000,High School,3,152,5053,56.82,78.97,India,53.82
Tax inspector,Education,Decreasing,High,33660.11,Bachelors Degree,3,5237,2017,53.11,85.42,Canada,49.69
"Journalist, newspaper",Education,Increasing,Moderate,55891.31,Associate Degree,15,2526,5731,71.43,57.21,India,23.16
Commissioning editor,Retail,Increasing,Moderate,53187.65,Bachelors Degree,6,4198,7195,80.78,41.5,India,65.91
IT sales professional,Healthcare,Decreasing,Low,80000.34,High School,16,4177,5593,77.05,54.62,Australia,21.92
"Engineer, civil (consulting)",Healthcare,Increasing,Moderate,99354.92,PhD,12,3200,4919,59.42,58.39,Canada,64.95
Counselling psychologist,Healthcare,Decreasing,Low,89734.25,PhD,2,7485,6442,54.92,18.66,Brazil,30.52
"Engineer, manufacturing systems",Finance,Decreasing,Moderate,92077.9,Masters Degree,10,9596,9947,84.2,44.89,China,75.6
Community pharmacist,Entertainment,Decreasing,High,68492.75,High School,16,8857,5261,48.25,83.69,India,31.9
Automotive engineer,Healthcare,Decreasing,Low,81317.51,PhD,1,8244,2582,64.48,35.18,USA,22.04
Acupuncturist,IT,Decreasing,Moderate,77258.1,PhD,6,6486,2155,78.18,46.92,Canada,47.88
"Teacher, music",Manufacturing,Increasing,High,60222.23,Bachelors Degree,4,2141,8092,56.32,79.13,Brazil,57.73
Electrical engineer,Education,Increasing,Moderate,28000,Associate Degree,4,2067,8768,22.51,66.93,UK,22.9
Theatre manager,Manufacturing,Decreasing,High,70454.7,Bachelors Degree,7,8600,8451,88.27,68.63,Brazil,65.64
Sales promotion account executive,Finance,Decreasing,Moderate,65754.31,Bachelors Degree,4,9153,4251,82.55,66.58,India,48.75
Multimedia programmer,Entertainment,Increasing,Low,47352.94,Associate Degree,4,1229,7369,46.61,62.51,USA,23.48
Theatre manager,Entertainment,Decreasing,High,67317.91,PhD,3,4837,6074,70.18,54.51,China,54.17
Health promotion specialist,Transportation,Decreasing,Moderate,101803.04,Masters Degree,19,8168,247,71.58,57.57,USA,78.47
Mechanical engineer,Healthcare,Decreasing,Low,64381.57,Masters Degree,2,8634,6057,28.56,44.99,India,23.45
Public relations officer,Healthcare,Increasing,Low,75134.28,High School,17,1573,4576,39.71,57.52,USA,32.08
Television production assistant,Healthcare,Decreasing,High,113260.81,Masters Degree,20,6994,7015,80.33,56,Canada,72.82
Surgeon,Transportation,Decreasing,Low,70516.85,High School,17,4610,349,63.12,67.38,India,43.59
Clinical psychologist,Education,Increasing,Low,30410.73,Associate Degree,8,3836,7536,35.43,62.1,Australia,70.7
"Buyer, industrial",Entertainment,Increasing,High,70853.01,Associate Degree,19,3744,7692,70.8,96.3,India,33.25
Geochemist,Finance,Increasing,High,108251.09,Masters Degree,14,2633,6432,100,50.98,Germany,51.42
"Designer, jewellery",Transportation,Increasing,Low,28000,High School,0,224,8836,37.87,80.9,USA,28.07
Psychiatrist,Education,Decreasing,Low,50227.47,Bachelors Degree,7,888,1424,55.93,61.85,USA,57.72
"Surveyor, land/geomatics",Entertainment,Decreasing,Low,33346.43,Associate Degree,0,9761,5197,27.49,58.13,USA,41.54
Health and safety inspector,Finance,Increasing,High,83903,PhD,1,2618,8552,100,32,China,32.31
Hydrogeologist,Transportation,Decreasing,Moderate,54729.33,Associate Degree,9,3166,1962,76.11,66.24,Canada,71.56
Professor Emeritus,Education,Decreasing,Moderate,56385.86,High School,15,6982,2981,44.9,75.72,Canada,78.54
Systems developer,Healthcare,Increasing,Low,65186.68,High School,10,4649,7882,49.91,54.89,Brazil,22.4
"Civil engineer, contracting",Education,Increasing,High,55275.24,Associate Degree,10,2686,5686,59.34,77.19,China,54.35
Psychotherapist,Education,Increasing,Low,89839.07,PhD,15,7630,8829,58.6,59.09,Australia,31.35
Economist,Retail,Increasing,High,47848.25,Associate Degree,11,2224,4485,22,75.71,USA,75.8
Social worker,Transportation,Decreasing,Moderate,89356.92,PhD,9,9839,2285,78.17,43.06,USA,42.18
Materials engineer,Education,Decreasing,High,37030.88,Associate Degree,9,8209,9061,71.09,84.22,Brazil,42.87
Economist,Healthcare,Decreasing,Moderate,102213.15,PhD,9,9570,2719,72.28,40.26,USA,68.78
Ecologist,IT,Decreasing,High,70767.47,High School,11,1667,1006,100,83.45,UK,72.09
"Surveyor, mining",Healthcare,Increasing,Low,62677.51,Masters Degree,0,1719,9407,57.02,33.37,UK,33.86
"Engineer, maintenance (IT)",Entertainment,Increasing,Moderate,72779.64,Masters Degree,10,170,8989,65.65,46.14,USA,24.96
"Producer, television/film/video",Manufacturing,Decreasing,High,56689.9,Bachelors Degree,5,8599,5317,45.49,73.62,Australia,68.48
Building surveyor,Transportation,Decreasing,Moderate,64158.13,Bachelors Degree,6,4099,6401,42.87,63.79,USA,29.77
Radio broadcast assistant,Retail,Decreasing,High,51824.59,PhD,1,8219,8073,42.46,50.7,Brazil,23.01
Lexicographer,Entertainment,Decreasing,High,56258.07,Associate Degree,12,503,1346,58.17,99.76,Australia,75.13
"Research officer, political party",Education,Decreasing,Moderate,52193.7,High School,19,6704,5261,51.32,68.29,India,56.43
Educational psychologist,Finance,Increasing,High,67353.02,Associate Degree,5,402,6340,99.48,76.91,USA,53.99
Comptroller,IT,Increasing,High,85805.13,Masters Degree,5,2875,7619,62.89,43.15,Canada,60.24
"Lecturer, higher education",Manufacturing,Increasing,Low,65065.18,Masters Degree,9,1122,3444,62.95,70.7,China,64.01
Probation officer,Finance,Decreasing,Moderate,108995.78,Bachelors Degree,18,6479,5918,100,39.05,India,77.22
Science writer,Transportation,Decreasing,High,95281.4,Masters Degree,16,7508,2627,60.77,50.79,USA,26.47
"Sound technician, broadcasting/film/video",Manufacturing,Decreasing,High,37554.71,Associate Degree,4,1568,2277,66.51,79.03,Australia,29.3
Exercise physiologist,Manufacturing,Increasing,Moderate,94387.98,PhD,15,4561,9745,97.15,48.52,China,21.37
Charity fundraiser,Entertainment,Increasing,Moderate,98621.78,PhD,13,1485,7901,82.47,49.63,UK,73.9
Volunteer coordinator,Manufacturing,Decreasing,Low,70908.8,Bachelors Degree,8,4618,503,34.62,55.8,Australia,46.97
Sport and exercise psychologist,Transportation,Increasing,Moderate,46631.04,High School,9,1445,8431,45.32,87.16,Canada,42.83
Careers information officer,IT,Decreasing,High,66645.6,Masters Degree,0,8759,1961,94.4,55.31,USA,65.01
Illustrator,Entertainment,Decreasing,Moderate,111045.21,Masters Degree,19,3532,2877,58.03,76.12,India,64.88
Animal nutritionist,Retail,Decreasing,Moderate,63899.22,PhD,9,2006,1499,81.7,49.43,India,48.14
Medical illustrator,Retail,Decreasing,Moderate,28000,High School,7,9588,3110,49.7,79.66,China,54.6
Marine scientist,Healthcare,Increasing,Low,109833.46,Bachelors Degree,20,908,5230,54.94,52.26,USA,67.75
Futures trader,Finance,Increasing,Moderate,82814.85,Masters Degree,3,4224,8820,100,46.27,Canada,49.52
"Teacher, English as a foreign language",Manufacturing,Increasing,Moderate,41227.03,Associate Degree,5,1268,4689,31.87,68.46,Brazil,45.28
Occupational therapist,IT,Decreasing,Low,81930.81,High School,14,4424,2717,87.33,54.53,Germany,31.24
Chief Marketing Officer,Education,Decreasing,Low,76003.27,PhD,7,4748,4606,52.52,52.87,Germany,69.85
Geophysical data processor,Transportation,Decreasing,Moderate,74030.28,PhD,3,9702,8480,73.63,39.7,Brazil,63.4
"Nurse, learning disability",IT,Increasing,High,126457.22,PhD,17,243,6694,86.51,34,UK,32.52
"Psychologist, occupational",Entertainment,Decreasing,High,58619.21,Associate Degree,15,9481,2028,60.69,73.06,Australia,39.56
Dentist,Entertainment,Increasing,High,82576.04,Masters Degree,14,2856,9310,50.81,53.83,Germany,53.54
Garment/textile technologist,Manufacturing,Decreasing,Moderate,93001.37,Bachelors Degree,20,4340,5232,26.31,82.78,India,61.1
Editorial assistant,Education,Decreasing,High,28000,High School,4,3045,1378,55.41,90.44,China,25.9
"Psychologist, forensic",IT,Decreasing,Moderate,84012.46,Bachelors Degree,6,4803,5188,66.52,56.12,China,47.25
Animal nutritionist,Healthcare,Increasing,Moderate,68248.6,Associate Degree,10,1909,4486,75.45,67.81,China,46.43
Information officer,Entertainment,Decreasing,Low,48642.78,Associate Degree,8,3749,3871,61.45,65.61,India,27.49
Chiropractor,Retail,Decreasing,Low,89951.86,Masters Degree,16,7619,171,69.88,46.94,Germany,29.78
"Journalist, magazine",Transportation,Increasing,Low,71526.92,Masters Degree,5,5541,8177,54.76,63.1,China,28
Armed forces operational officer,Retail,Increasing,Moderate,67929.47,PhD,2,4236,7478,61.71,37.39,UK,72.52
Advertising copywriter,Transportation,Increasing,Low,74865.41,PhD,2,2185,4567,26.51,40.21,Canada,60.74
IT sales professional,Education,Decreasing,High,91097.7,PhD,14,9371,5079,67.89,46.25,Australia,24.34
Corporate investment banker,Healthcare,Decreasing,Low,99760.43,Masters Degree,12,9185,7504,41.87,6.2,USA,49.53
Transport planner,Finance,Increasing,Moderate,84882.86,PhD,4,3427,8781,96.74,39,Germany,72.34
Optometrist,Healthcare,Increasing,Moderate,47459.68,Associate Degree,0,1614,9361,36.56,67.03,UK,45.37
Financial planner,Manufacturing,Decreasing,Moderate,102395.51,PhD,13,6299,4010,71.23,49.52,UK,42.36
"Conservator, museum/gallery",Healthcare,Decreasing,High,111574.47,Masters Degree,20,7946,6972,61.73,48.18,UK,70.92
"Nurse, learning disability",Finance,Increasing,Moderate,72339.18,High School,9,271,7737,60.28,88.55,China,24.38
Public affairs consultant,IT,Increasing,Low,83628.44,Masters Degree,2,7217,9462,100,30.26,India,73.35
"Education officer, community",Retail,Decreasing,Low,28000,High School,1,9634,8178,47.06,55.56,Germany,50.43
Legal secretary,Finance,Decreasing,Moderate,92292.66,Masters Degree,10,4100,1600,75.77,57.02,Australia,74.87
Purchasing manager,Transportation,Decreasing,High,104033.7,PhD,15,5653,1325,77.54,44.85,Canada,38.19
"Secretary, company",Education,Decreasing,Moderate,94125.76,PhD,14,9564,4801,53.75,40.33,China,73.46
Commercial/residential surveyor,Healthcare,Increasing,Low,76591.39,Bachelors Degree,10,5678,7480,53.46,42,Australia,40.99
Chartered legal executive (England and Wales),Manufacturing,Decreasing,High,49746.51,High School,13,6436,1219,72.96,92.97,Brazil,25.5
Technical brewer,Entertainment,Decreasing,Low,99711.28,PhD,13,8669,1245,67.97,37.77,Canada,41.47
Medical physicist,Retail,Decreasing,High,82840.92,Masters Degree,19,8799,9420,68.27,61.86,Brazil,22.31
"Psychologist, educational",Healthcare,Decreasing,Low,39566.15,High School,1,6975,2558,48.31,73.64,UK,49.24
Charity officer,Healthcare,Decreasing,Low,72015.96,Bachelors Degree,6,4187,271,46.06,61.7,India,31.71
Research scientist (maths),Healthcare,Decreasing,Low,81999.75,High School,18,4417,368,45.05,49.23,Brazil,35.59
Tax inspector,Entertainment,Decreasing,High,57966.26,Bachelors Degree,3,8426,6771,20.54,61.09,India,31.13
Sales executive,Education,Decreasing,High,57609.37,PhD,4,6096,4151,72.07,77.9,China,74.59
Minerals surveyor,IT,Decreasing,High,72708.7,High School,16,6213,1081,88.88,96.95,USA,50.23
Database administrator,IT,Increasing,High,79890.33,High School,16,3212,6242,57.7,88.89,Australia,52.53
"Surveyor, quantity",Manufacturing,Increasing,High,84948.75,PhD,1,2378,6460,67.68,56.51,Germany,26.5
Management consultant,IT,Decreasing,Low,51071.75,High School,3,9585,1503,35.13,68.63,India,37.78
Solicitor,Entertainment,Decreasing,High,83616.82,Masters Degree,12,8567,8361,91.03,46.82,India,56.75
Primary school teacher,Transportation,Increasing,Low,77545.43,Associate Degree,19,4887,8294,44.42,51.82,Germany,76.15
Ecologist,Finance,Decreasing,High,64587.28,Associate Degree,8,9074,5422,75.28,83.22,Germany,49.63
Patent examiner,Retail,Decreasing,High,61428.27,High School,16,6378,2712,61.18,74.93,Australia,24.4
Press photographer,Healthcare,Increasing,Low,62822.35,Associate Degree,6,2408,4344,60,39.76,UK,38.17
Television floor manager,Transportation,Decreasing,Moderate,75574.76,Masters Degree,14,8923,3341,36.04,61.73,Canada,64.62
Commercial horticulturist,Retail,Decreasing,High,34507.43,High School,12,5959,8355,50.7,100,Canada,24.33
Mechanical engineer,Transportation,Increasing,Moderate,52515.94,Associate Degree,13,2752,9320,59.41,77.63,China,20.88
Visual merchandiser,Manufacturing,Decreasing,Moderate,31577.6,High School,0,4840,4836,37.47,74.72,India,30.05
"Administrator, Civil Service",Finance,Increasing,High,94512.75,Bachelors Degree,19,2537,7227,97.84,71.98,Canada,50.99
Building services engineer,Manufacturing,Decreasing,Low,73292.89,Bachelors Degree,7,8411,6111,36.89,55.89,USA,56.66
Location manager,Healthcare,Decreasing,Low,46753.53,High School,3,9029,3657,59.01,59.75,USA,68.54
Museum education officer,Entertainment,Decreasing,Low,72677.65,PhD,3,9037,7569,39.59,53.51,Canada,69.28
Osteopath,Retail,Decreasing,Low,71234.1,Masters Degree,11,8931,2724,52.63,36.92,China,29.22
Commercial horticulturist,Entertainment,Decreasing,Moderate,90010.36,Masters Degree,19,8906,8585,34.56,59.39,Brazil,58.73
Fashion designer,IT,Increasing,High,65640.96,High School,6,3894,6101,92.02,63.11,Canada,31.9
Water quality scientist,Retail,Decreasing,Moderate,63369.44,Bachelors Degree,12,5610,2951,74.75,62.89,USA,43.69
Environmental manager,Retail,Decreasing,Moderate,83214.85,PhD,20,9148,2747,87.59,41.22,India,79.13
Police officer,Retail,Decreasing,High,37487.96,Associate Degree,9,2389,3293,46.8,90.48,USA,32.08
Ambulance person,IT,Decreasing,Low,76849.51,Bachelors Degree,4,1189,851,74.41,36.36,UK,27.28
"Buyer, retail",Entertainment,Decreasing,High,62824.56,PhD,8,1702,832,77.21,43.08,Australia,33.02
Energy engineer,Manufacturing,Increasing,High,97646.73,Masters Degree,19,2793,7768,59.91,60.32,Canada,51.03
Purchasing manager,Healthcare,Decreasing,Low,96669.6,Bachelors Degree,19,6948,7085,46.41,67.1,UK,58.21
Mechanical engineer,Education,Decreasing,Low,64184.48,Bachelors Degree,9,6814,3364,46.23,49.02,Canada,36.05
Archaeologist,Healthcare,Decreasing,Low,64925.48,High School,9,4389,330,50.44,70.68,Brazil,67.86
Immunologist,Finance,Decreasing,Moderate,92653.5,Associate Degree,18,4904,6402,100,68.95,Germany,75.97
"Psychotherapist, child",Manufacturing,Decreasing,High,54289.85,Associate Degree,7,1550,1620,37.17,98.7,USA,59.43
Building control surveyor,Manufacturing,Increasing,High,28000,Associate Degree,2,4898,6761,72.77,79.88,China,59.89
"Journalist, broadcasting",Retail,Decreasing,Low,84170.96,PhD,15,5835,4565,59.3,45.28,Australia,23.07
Naval architect,Transportation,Decreasing,High,99217.2,PhD,10,3435,3299,80.25,32.35,Canada,52.06
"Engineer, drilling",Transportation,Increasing,Moderate,80706.86,Bachelors Degree,17,3774,6970,52.9,64.01,Australia,49.46
"Biochemist, clinical",Education,Increasing,Low,69014.01,PhD,6,1761,5171,74.57,46.65,China,32.79
Secondary school teacher,Transportation,Decreasing,Low,50019.65,High School,8,8929,2014,37.55,50.54,UK,25.17
Housing manager/officer,Retail,Increasing,Low,71787.57,PhD,11,3581,6865,68.35,46.82,UK,69.32
Occupational psychologist,Manufacturing,Decreasing,High,58455.3,Associate Degree,15,6654,5831,62.78,89.81,Canada,28.27
Medical laboratory scientific officer,Healthcare,Decreasing,High,83871.72,Associate Degree,16,6159,3467,25.11,63.72,UK,77.24
Sales promotion account executive,Manufacturing,Increasing,High,48266.67,Associate Degree,7,1757,4842,77.55,71.49,Germany,28.87
Academic librarian,Healthcare,Increasing,Low,89439.6,Bachelors Degree,13,1417,9601,34.21,47.99,Canada,55.18
Location manager,Entertainment,Increasing,Moderate,84707.28,Masters Degree,18,1237,2490,75.25,50.45,China,74.93
"Radiographer, diagnostic",Entertainment,Increasing,Low,89452.58,Bachelors Degree,16,462,8424,48.59,55.83,USA,25.09
Colour technologist,Transportation,Decreasing,Moderate,61286.91,PhD,0,8303,5377,73.53,52.9,China,58.37
Chartered certified accountant,IT,Decreasing,Moderate,72116.33,Masters Degree,0,8130,2071,95.38,35.49,China,25.72
Actuary,Entertainment,Increasing,Moderate,67227.04,High School,19,182,8037,44.81,82.35,China,58.94
Plant breeder/geneticist,Education,Increasing,Low,76850.95,Masters Degree,20,946,8811,45.72,64.6,Germany,33.83
Barista,Entertainment,Decreasing,Low,66151.38,Associate Degree,11,5610,5451,49.32,52.47,Brazil,51.32
Colour technologist,Manufacturing,Increasing,Low,67896.39,High School,13,1709,4466,42.79,62.53,Australia,79.56
Building surveyor,Transportation,Increasing,Moderate,53221.09,High School,10,4460,8869,55.52,71.13,India,64.87
"Engineer, broadcasting (operations)",IT,Decreasing,High,70376.55,Bachelors Degree,0,2713,2476,87.28,43.8,UK,61.66
Financial risk analyst,Healthcare,Increasing,Low,112477.79,Masters Degree,19,2077,6177,47.06,30.7,Australia,52.77
Water engineer,Manufacturing,Decreasing,Low,53487.56,Associate Degree,1,8929,6002,34.59,62.37,China,60.43
Hydrogeologist,Retail,Decreasing,Moderate,34021.75,Associate Degree,10,7976,8622,46.8,61.86,Brazil,34.01
Forest/woodland manager,Finance,Decreasing,High,50354.47,High School,9,3848,2546,78.78,71.17,China,70.52
Legal executive,Transportation,Decreasing,Moderate,41855.19,High School,6,3967,859,38.7,87.58,China,25.53
Sub,Finance,Decreasing,High,69433.24,High School,10,8303,7436,85.7,73.43,China,52.42
Chiropodist,Manufacturing,Increasing,Low,85493.18,Bachelors Degree,12,1182,7504,52.68,74.91,Brazil,21.96
"Designer, jewellery",Manufacturing,Increasing,Low,66657.19,Bachelors Degree,14,1357,8366,70.75,77.56,China,43.97
"Librarian, academic",Finance,Decreasing,High,70490.43,High School,13,5472,1666,85.61,86.45,Brazil,24.85
Emergency planning/management officer,IT,Decreasing,Low,77063.83,Bachelors Degree,1,4254,1114,94.95,31.88,UK,37.14
Web designer,Education,Decreasing,Low,89621.71,Masters Degree,16,1551,1402,50.43,46.55,UK,71.83
Educational psychologist,Education,Increasing,High,50604.67,Masters Degree,7,6598,8325,78.25,64.12,USA,76.78
Furniture designer,Transportation,Increasing,High,109879.48,PhD,18,3136,7814,65.85,67.55,UK,32.81
Government social research officer,Transportation,Increasing,Low,42117.37,Associate Degree,0,840,3626,72.76,49.86,Australia,37.45
"Geologist, wellsite",Entertainment,Decreasing,High,62896.48,Associate Degree,14,1267,657,66.13,82.15,Germany,32.67
